record_id,year,edition,problem_letter,team_id,problem_title,paper_title,document_type,source_url,host,repository,commit_ref,filename,size_bytes,blob_sha,award_claim_raw,award_tier_normalized,verification_status,verification_secondary_url,match_key,corpus_layer,year_letter_stratum,archetype_tag,selection_rule,deep_review,license_notes
2022-A22100070190,2022,19,A,A22100070190,移动场景超分辨定位问题,移动场景超分辨定位问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/A/A22100070190.pdf,github.com,zhanwen/MathModel,master,A22100070190.pdf,2271011,4a5be81b64e70d92f00df51756acfa207fcaf046,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,A22100070190,full-paper-core,2022-A,signal-inverse,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-F22102980006,2022,19,F,F22102980006,COVID-19疫情期间生活物资的科学管理问题,COVID-19疫情期间生活物资的科学管理问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/F/F22102980006.pdf,github.com,zhanwen/MathModel,master,F22102980006.pdf,6217944,1e571aebddaad49373b22ecfb942d34d7b42cf76,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,F22102980006,full-paper-core,2022-F,scheduling-allocation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2022-F22103570053,2022,19,F,F22103570053,COVID-19疫情期间生活物资的科学管理问题,COVID-19 疫情期间生活物资的科学管理问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/F/F22103570053.pdf,github.com,zhanwen/MathModel,master,F22103570053.pdf,3750030,39509d61f25b7f97c72352a021e5d6d2f2434359,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,F22103570053,full-paper-core,2022-F,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-F22105330345,2022,19,F,F22105330345,COVID-19疫情期间生活物资的科学管理问题,COVID-19疫情期间生活物资的科学管理问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/F/F22105330345.pdf,github.com,zhanwen/MathModel,master,F22105330345.pdf,6877046,17b7fae62fbd796104fd9bcf698a26904d278faa,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,F22105330345,full-paper-core,2022-F,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-F22106150018,2022,19,F,F22106150018,COVID-19疫情期间生活物资的科学管理问题,COVID-19 疫情期间生活物资的科学管理问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/F/F22106150018.pdf,github.com,zhanwen/MathModel,master,F22106150018.pdf,25762499,7f83aa8e04df75baa372fc78d3a4b326aba0e16f,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,F22106150018,full-paper-core,2022-F,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-A23100070049,2023,20,A,A23100070049,WLAN网络信道接入机制建模,WLAN网络信道接入机制建模,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/A/A23100070049.pdf,github.com,zhanwen/MathModel,master,A23100070049.pdf,2405135,769cc903e8f475af9be421a9cae8e0aa21c30110,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,A23100070049,full-paper-core,2023-A,communications-modeling,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-A23102470073,2023,20,A,A23102470073,WLAN网络信道接入机制建模,WLAN网络信道接入机制建模,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/A/A23102470073.pdf,github.com,zhanwen/MathModel,master,A23102470073.pdf,4136438,7e8efe71ccbc1a629c24997c03745e16dd328ed6,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,A23102470073,full-paper-core,2023-A,communications-modeling,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-A23102480015,2023,20,A,A23102480015,WLAN网络信道接入机制建模,WLAN网络信道接入机制建模,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/A/A23102480015.pdf,github.com,zhanwen/MathModel,master,A23102480015.pdf,2426217,4dd34872aef49586e7cd1a4460458c62fc7a8626,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,A23102480015,full-paper-core,2023-A,communications-modeling,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-A23102860239,2023,20,A,A23102860239,WLAN网络信道接入机制建模,WLAN网络信道接入机制建模,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/A/A23102860239.pdf,github.com,zhanwen/MathModel,master,A23102860239.pdf,6039206,d844103e25f90ed4a0193f1b3c0e8a34cbf2e868,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,A23102860239,full-paper-core,2023-A,communications-modeling,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-A23102890028,2023,20,A,A23102890028,WLAN网络信道接入机制建模,同信道多 BSS 系统吞吐计算问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/A/A23102890028.pdf,github.com,zhanwen/MathModel,master,A23102890028.pdf,1868103,22d37bd6461622983e62e75cee777a010c588845,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,A23102890028,full-paper-core,2023-A,communications-modeling,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-A23103360079,2023,20,A,A23103360079,WLAN网络信道接入机制建模,WLAN网络信道接入机制建模,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/A/A23103360079.pdf,github.com,zhanwen/MathModel,master,A23103360079.pdf,38067441,f767c80944f0a6b5c918ca73597885ea794393ac,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,A23103360079,full-paper-core,2023-A,communications-modeling,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-A23103840031,2023,20,A,A23103840031,WLAN网络信道接入机制建模,WLAN网络信道接入机制建模,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/A/A23103840031.pdf,github.com,zhanwen/MathModel,master,A23103840031.pdf,3751660,23c92a8b7d7b24abb6ef99efbb89e14dd117a046,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,A23103840031,full-paper-core,2023-A,communications-modeling,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-A23104220005,2023,20,A,A23104220005,WLAN网络信道接入机制建模,WLAN 网络信道接入机制建模,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/A/A23104220005.pdf,github.com,zhanwen/MathModel,master,A23104220005.pdf,6099206,9d9782b7ea057d64639ce5d0abf69dd191be50d8,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,A23104220005,full-paper-core,2023-A,communications-modeling,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-A23104860166,2023,20,A,A23104860166,WLAN网络信道接入机制建模,WLAN网络信道接入机制建模,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/A/A23104860166.pdf,github.com,zhanwen/MathModel,master,A23104860166.pdf,3374506,ddf98990a4a98fc53d14c3289a60b765214b52dc,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,A23104860166,full-paper-core,2023-A,communications-modeling,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-A23105330383,2023,20,A,A23105330383,WLAN网络信道接入机制建模,WLAN网络信道接入机制建模,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/A/A23105330383.pdf,github.com,zhanwen/MathModel,master,A23105330383.pdf,2270732,e64dff357f93fc543c0ea58647fd1080b69835bc,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,A23105330383,full-paper-core,2023-A,communications-modeling,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-B23100070010,2023,20,B,B23100070010,DFT类矩阵的整数分解逼近,DFT类矩阵的整数分解逼近,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/B/B23100070010.pdf,github.com,zhanwen/MathModel,master,B23100070010.pdf,9835840,908aed3c00c8f41dde7d166e2850a6c4591f8ead,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,B23100070010,full-paper-core,2023-B,numerical-approximation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-B23100070173,2023,20,B,B23100070173,DFT类矩阵的整数分解逼近,DFT类矩阵的整数分解逼近,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/B/B23100070173.pdf,github.com,zhanwen/MathModel,master,B23100070173.pdf,1175715,ed16207fc726dfb04951087621e1b7edb27a41cb,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,B23100070173,full-paper-core,2023-B,numerical-approximation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-B23102870003,2023,20,B,B23102870003,DFT类矩阵的整数分解逼近,DFT类矩阵的整数分解逼近,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/B/B23102870003.pdf,github.com,zhanwen/MathModel,master,B23102870003.pdf,3783210,b6795a4bbf662490379f6e4256c9f64ad8f7b1d5,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,B23102870003,full-paper-core,2023-B,numerical-approximation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-B23102870182,2023,20,B,B23102870182,DFT类矩阵的整数分解逼近,DFT类矩阵的整数分解逼近,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/B/B23102870182.pdf,github.com,zhanwen/MathModel,master,B23102870182.pdf,1895408,36d1408648fe4ef03e2a85bea9a89d0910c9d4bb,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,B23102870182,full-paper-core,2023-B,numerical-approximation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-B23103360062,2023,20,B,B23103360062,DFT类矩阵的整数分解逼近,DFT 类矩阵的整数分解逼近,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/B/B23103360062.pdf,github.com,zhanwen/MathModel,master,B23103360062.pdf,3288590,c75a6c317d4825922144c764245ae5a3e169f944,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,B23103360062,full-paper-core,2023-B,numerical-approximation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-B23104860044,2023,20,B,B23104860044,DFT类矩阵的整数分解逼近,DFT 类矩阵的整数分解逼近,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/B/B23104860044.pdf,github.com,zhanwen/MathModel,master,B23104860044.pdf,2048089,db9373634bd6ab0584b4fb3ec77f362584c41a17,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,B23104860044,full-paper-core,2023-B,numerical-approximation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-B23105580005,2023,20,B,B23105580005,DFT类矩阵的整数分解逼近,DFT类矩阵的整数分解逼近,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/B/B23105580005.pdf,github.com,zhanwen/MathModel,master,B23105580005.pdf,3295504,3717acf66b6aefc6c6f2d864ef27ebea7ce9bd55,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,B23105580005,full-paper-core,2023-B,numerical-approximation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-B23106140164,2023,20,B,B23106140164,DFT类矩阵的整数分解逼近,DFT类矩阵的整数分解逼近,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/B/B23106140164.pdf,github.com,zhanwen/MathModel,master,B23106140164.pdf,1584461,50bafc566ff179909c1bb577d311faeb0157c84d,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,B23106140164,full-paper-core,2023-B,numerical-approximation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-B23111170006,2023,20,B,B23111170006,DFT类矩阵的整数分解逼近,基于整数分解的 DFT 精度和效率优化问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/B/B23111170006.pdf,github.com,zhanwen/MathModel,master,B23111170006.pdf,1740170,3e208d14f95e1c32d9bc7d8939e50c934584d9d9,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,B23111170006,full-paper-core,2023-B,numerical-approximation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-C23102540029,2023,20,C,C23102540029,大规模创新类竞赛评审方案研究,大规模创新类竞赛评审方案研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C23102540029.pdf,github.com,zhanwen/MathModel,master,C23102540029.pdf,3617240,ff25a56749962db219001f030836270fb61685f4,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C23102540029,full-paper-core,2023-C,evaluation-decision,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-C23102890004,2023,20,C,C23102890004,大规模创新类竞赛评审方案研究,大规模创新类竞赛评审方案研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C23102890004.pdf,github.com,zhanwen/MathModel,master,C23102890004.pdf,2029504,cb5a6e810d536fad001f83173fa7cfddd85161f7,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C23102890004,full-paper-core,2023-C,evaluation-decision,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-C23102980125,2023,20,C,C23102980125,大规模创新类竞赛评审方案研究,大规模创新类竞赛评审方案的建模与研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C23102980125.pdf,github.com,zhanwen/MathModel,master,C23102980125.pdf,3315112,dd816770c48c93e21e805522b847bf0264876605,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C23102980125,full-paper-core,2023-C,evaluation-decision,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-C23103360083,2023,20,C,C23103360083,大规模创新类竞赛评审方案研究,大规模创新类竞赛评审方案研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C23103360083.pdf,github.com,zhanwen/MathModel,master,C23103360083.pdf,2351666,302188b98c13faa03d708f881dd884e3b3d6d7f4,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C23103360083,full-paper-core,2023-C,evaluation-decision,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-C23103510013,2023,20,C,C23103510013,大规模创新类竞赛评审方案研究,大规模创新类竞赛评审方案研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C23103510013.pdf,github.com,zhanwen/MathModel,master,C23103510013.pdf,4070071,073e9ba0533e78e6a1781364642961096fea50ba,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C23103510013,full-paper-core,2023-C,evaluation-decision,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-C23104080013,2023,20,C,C23104080013,大规模创新类竞赛评审方案研究,大规模创新类竞赛评审方案研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C23104080013.pdf,github.com,zhanwen/MathModel,master,C23104080013.pdf,4230286,74abffa90bbe8bac2b74040fcfb5b1b90e27913c,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C23104080013,full-paper-core,2023-C,evaluation-decision,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-C23106130016,2023,20,C,C23106130016,大规模创新类竞赛评审方案研究,_大规模创新类竞赛评审方案研究_,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C23106130016.pdf,github.com,zhanwen/MathModel,master,C23106130016.pdf,4993713,790f9760019aba94d454df814d739256051534af,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C23106130016,full-paper-core,2023-C,evaluation-decision,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-C23106570312,2023,20,C,C23106570312,大规模创新类竞赛评审方案研究,大规模创新类竞赛评审方案研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C23106570312.pdf,github.com,zhanwen/MathModel,master,C23106570312.pdf,12405401,2a62dfa397d019a7a9ee64cbdb9cb2eae33641de,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C23106570312,full-paper-core,2023-C,evaluation-decision,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-C23107120024,2023,20,C,C23107120024,大规模创新类竞赛评审方案研究,大规模创新类竞赛评审方案研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C23107120024.pdf,github.com,zhanwen/MathModel,master,C23107120024.pdf,6950584,3557b61f7602d4fcd6b2f055f1d207f599e96598,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C23107120024,full-paper-core,2023-C,evaluation-decision,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-C23910020010,2023,20,C,C23910020010,大规模创新类竞赛评审方案研究,大规模创新类竞赛评审方案研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C23910020010.pdf,github.com,zhanwen/MathModel,master,C23910020010.pdf,3194081,57747f8e5facd8b21d7d3d7504d99eca210a05b1,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C23910020010,full-paper-core,2023-C,evaluation-decision,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-D23100060041,2023,20,D,D23100060041,区域双碳目标与路径规划研究,区域碳排放量影响因素分析及双碳目标分析.,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/D/D23100060041.pdf,github.com,zhanwen/MathModel,master,D23100060041.pdf,6202937,29cb875033197d8be8f4e04333f123988ae475fa,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,D23100060041,full-paper-core,2023-D,policy-evaluation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-D23102690008,2023,20,D,D23102690008,区域双碳目标与路径规划研究,区域双碳目标与路径规划研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/D/D23102690008.pdf,github.com,zhanwen/MathModel,master,D23102690008.pdf,3984495,b54fca3c196f5b7bd294c10672df4bd20600bc51,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,D23102690008,full-paper-core,2023-D,policy-evaluation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-D23102860126,2023,20,D,D23102860126,区域双碳目标与路径规划研究,区域双碳目标与路径规划研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/D/D23102860126.pdf,github.com,zhanwen/MathModel,master,D23102860126.pdf,5612899,3379a65332b0f0c9776ee4b9d6905df61b5e503b,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,D23102860126,full-paper-core,2023-D,policy-evaluation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2023-D23103560099,2023,20,D,D23103560099,区域双碳目标与路径规划研究,基于碳排放时序分析的区域双碳目标与路径规划的研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/D/D23103560099.pdf,github.com,zhanwen/MathModel,master,D23103560099.pdf,5640462,60b6eba9584a70af8b040b11302025b5381397be,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,D23103560099,full-paper-core,2023-D,policy-evaluation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2023-D23104860011,2023,20,D,D23104860011,区域双碳目标与路径规划研究,区域双碳目标与路径规划研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2023%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/D/D23104860011.pdf,github.com,zhanwen/MathModel,master,D23104860011.pdf,5798021,a30d001a854e96b8526789a0024d63016572c035,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,D23104860011,full-paper-core,2023-D,policy-evaluation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
